	,name,taxRank,taxID,environment,sampleID,mappingTool
12	12,                  Blautia sp. N6H1-15,species,1912897,gut,mga0h309,kraken
13	13,                  Butyrivibrio fibrisolvens,species,831,gut,mga0h309,kraken
14	14,                  Butyrivibrio hungatei,species,185008,gut,mga0h309,kraken
15	15,                  Butyrivibrio proteoclasticus,species,43305,gut,mga0h309,kraken
16	16,                  Lachnoanaerobaculum umeaense,species,617123,gut,mga0h309,kraken
17	17,                  Faecalibacterium prausnitzii,species,853,gut,mga0h309,kraken
18	18,                  Ruminococcus bicirculans,species,1160721,gut,mga0h309,kraken
19	19,                  Ruminococcus champanellensis,species,1161942,gut,mga0h309,kraken
20	20,                  Flavonifractor plautii,species,292800,gut,mga0h309,kraken
21	21,                    Ruminococcaceae bacterium CPB6,species,1572656,gut,mga0h309,kraken
22	22,                  Ethanoligenens harbinense,species,253239,gut,mga0h309,kraken
23	23,                  Clostridium sporogenes,species,1509,gut,mga0h309,kraken
24	24,                  Clostridium perfringens,species,1502,gut,mga0h309,kraken
25	25,                  Clostridium sp. SY8519,species,1042156,gut,mga0h309,kraken
26	26,                  Clostridium botulinum,species,1491,gut,mga0h309,kraken
27	27,                  Clostridium baratii,species,1561,gut,mga0h309,kraken
28	28,                  Mordavella sp. Marseille-P3756,species,2086584,gut,mga0h309,kraken
29	29,                  [Eubacterium] hallii,species,39488,gut,mga0h309,kraken
30	30,                  [Eubacterium] eligens,species,39485,gut,mga0h309,kraken
31	31,                  [Eubacterium] cellulosolvens,species,29322,gut,mga0h309,kraken
32	32,                  Eubacterium limosum,species,1736,gut,mga0h309,kraken
33	33,                  Clostridioides difficile,species,1496,gut,mga0h309,kraken
34	34,                  Paeniclostridium sordellii,species,1505,gut,mga0h309,kraken
35	35,                  Clostridiales bacterium CCNA10,species,2109688,gut,mga0h309,kraken
36	36,                  Intestinimonas butyriciproducens,species,1297617,gut,mga0h309,kraken
37	37,                  Monoglobus pectinilyticus,species,1981510,gut,mga0h309,kraken
38	38,                  Christensenella minuta,species,626937,gut,mga0h309,kraken
39	39,                  Christensenella massiliensis,species,1805714,gut,mga0h309,kraken
40	40,                  Christensenella sp. Marseille-P3954,species,2086585,gut,mga0h309,kraken
41	41,                  Oscillibacter sp. PEA192,species,2109687,gut,mga0h309,kraken
42	42,                  Oscillibacter valericigenes,species,351091,gut,mga0h309,kraken
43	43,                  Streptococcus salivarius,species,1304,gut,mga0h309,kraken
44	44,                  Streptococcus parasanguinis,species,1318,gut,mga0h309,kraken
45	45,                  Streptococcus agalactiae,species,1311,gut,mga0h309,kraken
46	46,                  Streptococcus mitis,species,28037,gut,mga0h309,kraken
47	47,                  Streptococcus suis,species,1307,gut,mga0h309,kraken
48	48,                  Enterococcus faecium,species,1352,gut,mga0h309,kraken
49	49,                    Erysipelotrichaceae bacterium GAM147,species,2109692,gut,mga0h309,kraken
50	50,                  Faecalitalea cylindroides,species,39483,gut,mga0h309,kraken
51	51,                  Dialister sp. Marseille-P5638,species,2161821,gut,mga0h309,kraken
52	52,                  Veillonella parvula,species,29466,gut,mga0h309,kraken
53	53,                  Bifidobacterium pseudocatenulatum,species,28026,gut,mga0h309,kraken
54	54,                  Bifidobacterium longum,species,216816,gut,mga0h309,kraken
55	55,                  Bifidobacterium adolescentis,species,1680,gut,mga0h309,kraken
56	56,                  Bifidobacterium kashiwanohense,species,630129,gut,mga0h309,kraken
57	57,                  Bifidobacterium bifidum,species,1681,gut,mga0h309,kraken
58	58,                  Bifidobacterium catenulatum,species,1686,gut,mga0h309,kraken
59	59,                  Bifidobacterium breve,species,1685,gut,mga0h309,kraken
60	60,                  Bifidobacterium angulatum,species,1683,gut,mga0h309,kraken
61	61,                  Bifidobacterium dentium,species,1689,gut,mga0h309,kraken
62	62,                  Bifidobacterium thermophilum,species,33905,gut,mga0h309,kraken
63	63,                  Rothia mucilaginosa,species,43675,gut,mga0h309,kraken
64	64,                  Collinsella aerofaciens,species,74426,gut,mga0h309,kraken
65	65,                  Adlercreutzia equolifaciens,species,446660,gut,mga0h309,kraken
66	66,                  Eggerthella lenta,species,84112,gut,mga0h309,kraken
67	67,                Klebsiella variicola,species,244366,gut,mga0h309,kraken
68	68,                Klebsiella pneumoniae,species,573,gut,mga0h309,kraken
69	69,                  Enterobacter hormaechei,species,158836,gut,mga0h309,kraken
70	70,                  Enterobacter cloacae,species,550,gut,mga0h309,kraken
71	71,                Haemophilus parainfluenzae,species,729,gut,mga0h309,kraken
72	72,                    Bacteroides vulgatus,species,821,gut,mga0h309,kraken
73	73,                    Bacteroides dorei,species,357276,gut,mga0h309,kraken
74	74,                    Bacteroides fragilis,species,817,gut,mga0h309,kraken
75	75,                    Bacteroides thetaiotaomicron,species,818,gut,mga0h309,kraken
76	76,                    Bacteroides ovatus,species,28116,gut,mga0h309,kraken
77	77,                    Bacteroides cellulosilyticus,species,246787,gut,mga0h309,kraken
78	78,                    Bacteroides caccae,species,47678,gut,mga0h309,kraken
79	79,                    Bacteroides caecimuris,species,1796613,gut,mga0h309,kraken
80	80,                    Alistipes shahii,species,328814,gut,mga0h309,kraken
81	81,                                                              Homo sapiens,species,9606,gut,mga0h309,kraken
82	82,          uncultured crAssphage,species,1211417,gut,mga0h309,kraken
0	0,              Bacteroidales,order,171549,gut,mga0md79,kraken
1	1,              Flavobacteriales,order,200644,gut,mga0md79,kraken
2	2,              Cytophagales,order,768507,gut,mga0md79,kraken
3	3,              Sphingobacteriales,order,200666,gut,mga0md79,kraken
4	4,            Clostridiales,order,186802,gut,mga0md79,kraken
5	5,            Veillonellales,order,1843489,gut,mga0md79,kraken
6	6,            Bacillales,order,1385,gut,mga0md79,kraken
7	7,            Lactobacillales,order,186826,gut,mga0md79,kraken
8	8,            Erysipelotrichales,order,526525,gut,mga0md79,kraken
9	9,            Bifidobacteriales,order,85004,gut,mga0md79,kraken
10	10,            Corynebacteriales,order,85007,gut,mga0md79,kraken
11	11,            Streptomycetales,order,85011,gut,mga0md79,kraken
12	12,            Micrococcales,order,85006,gut,mga0md79,kraken
13	13,            Coriobacteriales,order,84999,gut,mga0md79,kraken
14	14,          Enterobacterales,order,91347,gut,mga0md79,kraken
15	15,          Pseudomonadales,order,72274,gut,mga0md79,kraken
16	16,          Rhizobiales,order,356,gut,mga0md79,kraken
17	17,          Burkholderiales,order,80840,gut,mga0md79,kraken
18	18,                                              Primates,order,9443,gut,mga0md79,kraken
0	0,                Roseburia,genus,841,gut,mga0rj68,kraken
1	1,                Anaerostipes,genus,207244,gut,mga0rj68,kraken
2	2,                Lachnoclostridium,genus,1506553,gut,mga0rj68,kraken
3	3,                Blautia,genus,572511,gut,mga0rj68,kraken
4	4,                Butyrivibrio,genus,830,gut,mga0rj68,kraken
5	5,                Faecalibacterium,genus,216851,gut,mga0rj68,kraken
6	6,                Ruminococcus,genus,1263,gut,mga0rj68,kraken
7	7,                Flavonifractor,genus,946234,gut,mga0rj68,kraken
8	8,                Clostridium,genus,1485,gut,mga0rj68,kraken
9	9,                Mordavella,genus,1981033,gut,mga0rj68,kraken
10	10,                Eubacterium,genus,1730,gut,mga0rj68,kraken
11	11,                Clostridioides,genus,1870884,gut,mga0rj68,kraken
12	12,                Oscillibacter,genus,459786,gut,mga0rj68,kraken
13	13,                Intestinimonas,genus,1392389,gut,mga0rj68,kraken
14	14,                Christensenella,genus,990721,gut,mga0rj68,kraken
15	15,                Dialister,genus,39948,gut,mga0rj68,kraken
16	16,                Megasphaera,genus,906,gut,mga0rj68,kraken
17	17,                Faecalitalea,genus,1573534,gut,mga0rj68,kraken
18	18,                Streptococcus,genus,1301,gut,mga0rj68,kraken
19	19,                Enterococcus,genus,1350,gut,mga0rj68,kraken
20	20,                Lactobacillus,genus,1578,gut,mga0rj68,kraken
21	21,                Bacillus,genus,1386,gut,mga0rj68,kraken
22	22,                Paenibacillus,genus,44249,gut,mga0rj68,kraken
23	23,                Bifidobacterium,genus,1678,gut,mga0rj68,kraken
24	24,                Streptomyces,genus,1883,gut,mga0rj68,kraken
25	25,                Adlercreutzia,genus,447020,gut,mga0rj68,kraken
26	26,                Eggerthella,genus,84111,gut,mga0rj68,kraken
27	27,                  Bacteroides,genus,816,gut,mga0rj68,kraken
28	28,                  Parabacteroides,genus,375288,gut,mga0rj68,kraken
29	29,                  Tannerella,genus,195950,gut,mga0rj68,kraken
30	30,                  Alistipes,genus,239759,gut,mga0rj68,kraken
31	31,                  Odoribacter,genus,283168,gut,mga0rj68,kraken
32	32,                  Prevotella,genus,838,gut,mga0rj68,kraken
33	33,                  Barnesiella,genus,397864,gut,mga0rj68,kraken
34	34,                  Muribaculum,genus,1918540,gut,mga0rj68,kraken
35	35,                  Chryseobacterium,genus,59732,gut,mga0rj68,kraken
36	36,                  Capnocytophaga,genus,1016,gut,mga0rj68,kraken
37	37,                  Hymenobacter,genus,89966,gut,mga0rj68,kraken
38	38,              Pseudomonas,genus,286,gut,mga0rj68,kraken
39	39,              Oxalobacter,genus,846,gut,mga0rj68,kraken
40	40,                Desulfovibrio,genus,872,gut,mga0rj68,kraken
41	41,                Akkermansia,genus,239934,gut,mga0rj68,kraken
42	42,                                                            Homo,genus,9605,gut,mga0rj68,kraken
0	0,        Metazoa,kingdom,33208,gut,mga0jz23,kraken
0	0,                Faecalibacterium,genus,216851,gut,mga0h988,kraken
1	1,                Flavonifractor,genus,946234,gut,mga0h988,kraken
2	2,                Ruminococcus,genus,1263,gut,mga0h988,kraken
3	3,                Anaerostipes,genus,207244,gut,mga0h988,kraken
4	4,                Lachnoclostridium,genus,1506553,gut,mga0h988,kraken
5	5,                Roseburia,genus,841,gut,mga0h988,kraken
6	6,                Blautia,genus,572511,gut,mga0h988,kraken
7	7,                Butyrivibrio,genus,830,gut,mga0h988,kraken
8	8,                Lachnoanaerobaculum,genus,1164882,gut,mga0h988,kraken
9	9,                Clostridium,genus,1485,gut,mga0h988,kraken
10	10,                Mordavella,genus,1981033,gut,mga0h988,kraken
11	11,                Eubacterium,genus,1730,gut,mga0h988,kraken
12	12,                Intestinimonas,genus,1392389,gut,mga0h988,kraken
13	13,                Monoglobus,genus,2039302,gut,mga0h988,kraken
14	14,                Clostridioides,genus,1870884,gut,mga0h988,kraken
15	15,                Oscillibacter,genus,459786,gut,mga0h988,kraken
16	16,                Christensenella,genus,990721,gut,mga0h988,kraken
17	17,                Streptococcus,genus,1301,gut,mga0h988,kraken
18	18,                Lactobacillus,genus,1578,gut,mga0h988,kraken
19	19,                Enterococcus,genus,1350,gut,mga0h988,kraken
20	20,                Bacillus,genus,1386,gut,mga0h988,kraken
21	21,                Paenibacillus,genus,44249,gut,mga0h988,kraken
22	22,                Staphylococcus,genus,1279,gut,mga0h988,kraken
23	23,                Faecalitalea,genus,1573534,gut,mga0h988,kraken
24	24,                Turicibacter,genus,191303,gut,mga0h988,kraken
25	25,                Veillonella,genus,29465,gut,mga0h988,kraken
26	26,                Bifidobacterium,genus,1678,gut,mga0h988,kraken
27	27,                Rothia,genus,32207,gut,mga0h988,kraken
28	28,                Actinomyces,genus,1654,gut,mga0h988,kraken
29	29,                Corynebacterium,genus,1716,gut,mga0h988,kraken
30	30,                Streptomyces,genus,1883,gut,mga0h988,kraken
31	31,                Eggerthella,genus,84111,gut,mga0h988,kraken
32	32,                Olsenella,genus,133925,gut,mga0h988,kraken
33	33,                  Bacteroides,genus,816,gut,mga0h988,kraken
34	34,                  Parabacteroides,genus,375288,gut,mga0h988,kraken
35	35,                  Odoribacter,genus,283168,gut,mga0h988,kraken
36	36,                  Alistipes,genus,239759,gut,mga0h988,kraken
37	37,              Escherichia,genus,561,gut,mga0h988,kraken
38	38,              Haemophilus,genus,724,gut,mga0h988,kraken
39	39,              Pseudomonas,genus,286,gut,mga0h988,kraken
40	40,                Campylobacter,genus,194,gut,mga0h988,kraken
41	41,              Fusobacterium,genus,848,gut,mga0h988,kraken
42	42,                                                            Homo,genus,9605,gut,mga0h988,kraken
0	0,            Clostridiales,order,186802,gut,mga0f404,kraken
1	1,            Thermoanaerobacterales,order,68295,gut,mga0f404,kraken
2	2,            Veillonellales,order,1843489,gut,mga0f404,kraken
3	3,            Bacillales,order,1385,gut,mga0f404,kraken
4	4,            Lactobacillales,order,186826,gut,mga0f404,kraken
5	5,            Erysipelotrichales,order,526525,gut,mga0f404,kraken
6	6,            Bifidobacteriales,order,85004,gut,mga0f404,kraken
7	7,            Corynebacteriales,order,85007,gut,mga0f404,kraken
8	8,            Micrococcales,order,85006,gut,mga0f404,kraken
9	9,            Streptomycetales,order,85011,gut,mga0f404,kraken
10	10,            Coriobacteriales,order,84999,gut,mga0f404,kraken
11	11,            Eggerthellales,order,1643822,gut,mga0f404,kraken
12	12,              Bacteroidales,order,171549,gut,mga0f404,kraken
13	13,              Flavobacteriales,order,200644,gut,mga0f404,kraken
14	14,              Cytophagales,order,768507,gut,mga0f404,kraken
15	15,          Enterobacterales,order,91347,gut,mga0f404,kraken
16	16,          Pseudomonadales,order,72274,gut,mga0f404,kraken
17	17,          Rhizobiales,order,356,gut,mga0f404,kraken
18	18,          Rhodobacterales,order,204455,gut,mga0f404,kraken
19	19,          Sphingomonadales,order,204457,gut,mga0f404,kraken
20	20,          Burkholderiales,order,80840,gut,mga0f404,kraken
21	21,            Desulfovibrionales,order,213115,gut,mga0f404,kraken
22	22,            Campylobacterales,order,213849,gut,mga0f404,kraken
23	23,            Victivallales,order,278082,gut,mga0f404,kraken
24	24,          Fusobacteriales,order,203491,gut,mga0f404,kraken
25	25,                                              Primates,order,9443,gut,mga0f404,kraken
0	0,              Bacteroidales,order,171549,gut,mga07008,kraken
1	1,              Flavobacteriales,order,200644,gut,mga07008,kraken
2	2,              Cytophagales,order,768507,gut,mga07008,kraken
3	3,              Sphingobacteriales,order,200666,gut,mga07008,kraken
4	4,            Clostridiales,order,186802,gut,mga07008,kraken
5	5,            Erysipelotrichales,order,526525,gut,mga07008,kraken
6	6,            Bacillales,order,1385,gut,mga07008,kraken
7	7,            Lactobacillales,order,186826,gut,mga07008,kraken
8	8,            Bifidobacteriales,order,85004,gut,mga07008,kraken
9	9,            Corynebacteriales,order,85007,gut,mga07008,kraken
10	10,            Streptomycetales,order,85011,gut,mga07008,kraken
11	11,            Micrococcales,order,85006,gut,mga07008,kraken
12	12,            Eggerthellales,order,1643822,gut,mga07008,kraken
13	13,            Coriobacteriales,order,84999,gut,mga07008,kraken
14	14,          Enterobacterales,order,91347,gut,mga07008,kraken
15	15,          Pseudomonadales,order,72274,gut,mga07008,kraken
16	16,          Rhizobiales,order,356,gut,mga07008,kraken
17	17,          Rhodobacterales,order,204455,gut,mga07008,kraken
18	18,          Sphingomonadales,order,204457,gut,mga07008,kraken
19	19,          Burkholderiales,order,80840,gut,mga07008,kraken
20	20,            Desulfovibrionales,order,213115,gut,mga07008,kraken
21	21,            Verrucomicrobiales,order,48461,gut,mga07008,kraken
22	22,                                              Primates,order,9443,gut,mga07008,kraken
0	0,                  Faecalibacterium prausnitzii,species,853,gut,mga0m312,kraken
1	1,                  Flavonifractor plautii,species,292800,gut,mga0m312,kraken
2	2,                  Ruminococcus bicirculans,species,1160721,gut,mga0m312,kraken
3	3,                  Ruminococcus champanellensis,species,1161942,gut,mga0m312,kraken
4	4,                  [Eubacterium] rectale,species,39491,gut,mga0m312,kraken
5	5,                  Lachnospiraceae bacterium GAM79,species,2109691,gut,mga0m312,kraken
6	6,                  Lachnospiraceae bacterium Choco86,species,2109690,gut,mga0m312,kraken
7	7,                  Roseburia hominis,species,301301,gut,mga0m312,kraken
8	8,                  [Clostridium] bolteae,species,208479,gut,mga0m312,kraken
9	9,                  Lachnoclostridium phocaeense,species,1871021,gut,mga0m312,kraken
10	10,                  Lachnoclostridium sp. YL32,species,1834196,gut,mga0m312,kraken
11	11,                  [Clostridium] saccharolyticum,species,84030,gut,mga0m312,kraken
12	12,                  [Clostridium] sphenoides,species,29370,gut,mga0m312,kraken
13	13,                  Lachnoclostridium phytofermentans,species,66219,gut,mga0m312,kraken
14	14,                  Anaerostipes hadrus,species,649756,gut,mga0m312,kraken
15	15,                  Blautia sp. N6H1-15,species,1912897,gut,mga0m312,kraken
16	16,                  Blautia hansenii,species,1322,gut,mga0m312,kraken
17	17,                  Butyrivibrio hungatei,species,185008,gut,mga0m312,kraken
18	18,                  Butyrivibrio fibrisolvens,species,831,gut,mga0m312,kraken
19	19,                  Butyrivibrio proteoclasticus,species,43305,gut,mga0m312,kraken
20	20,                  Lachnoanaerobaculum umeaense,species,617123,gut,mga0m312,kraken
21	21,                  Anaerotignum propionicum,species,28446,gut,mga0m312,kraken
22	22,                  Clostridium sporogenes,species,1509,gut,mga0m312,kraken
23	23,                  Clostridium sp. SY8519,species,1042156,gut,mga0m312,kraken
24	24,                  Mordavella sp. Marseille-P3756,species,2086584,gut,mga0m312,kraken
25	25,                  [Eubacterium] eligens,species,39485,gut,mga0m312,kraken
26	26,                  [Eubacterium] hallii,species,39488,gut,mga0m312,kraken
27	27,                  [Eubacterium] cellulosolvens,species,29322,gut,mga0m312,kraken
28	28,                  Clostridiales bacterium CCNA10,species,2109688,gut,mga0m312,kraken
29	29,                  Intestinimonas butyriciproducens,species,1297617,gut,mga0m312,kraken
30	30,                  Monoglobus pectinilyticus,species,1981510,gut,mga0m312,kraken
31	31,                  Clostridioides difficile,species,1496,gut,mga0m312,kraken
32	32,                  Oscillibacter sp. PEA192,species,2109687,gut,mga0m312,kraken
33	33,                  Oscillibacter valericigenes,species,351091,gut,mga0m312,kraken
34	34,                  Christensenella sp. Marseille-P3954,species,2086585,gut,mga0m312,kraken
35	35,                  Christensenella minuta,species,626937,gut,mga0m312,kraken
36	36,                  Christensenella massiliensis,species,1805714,gut,mga0m312,kraken
37	37,                  Streptococcus salivarius,species,1304,gut,mga0m312,kraken
38	38,                  Enterococcus faecium,species,1352,gut,mga0m312,kraken
39	39,                    Erysipelotrichaceae bacterium GAM147,species,2109692,gut,mga0m312,kraken
40	40,                  Faecalitalea cylindroides,species,39483,gut,mga0m312,kraken
41	41,                  Bifidobacterium pseudocatenulatum,species,28026,gut,mga0m312,kraken
42	42,                  Bifidobacterium kashiwanohense,species,630129,gut,mga0m312,kraken
43	43,                  Bifidobacterium longum,species,216816,gut,mga0m312,kraken
44	44,                  Bifidobacterium adolescentis,species,1680,gut,mga0m312,kraken
45	45,                  Bifidobacterium catenulatum,species,1686,gut,mga0m312,kraken
46	46,                  Adlercreutzia equolifaciens,species,446660,gut,mga0m312,kraken
47	47,                  Eggerthella lenta,species,84112,gut,mga0m312,kraken
48	48,                  Collinsella aerofaciens,species,74426,gut,mga0m312,kraken
49	49,                    Bacteroides fragilis,species,817,gut,mga0m312,kraken
50	50,                    Bacteroides cellulosilyticus,species,246787,gut,mga0m312,kraken
51	51,                    Bacteroides ovatus,species,28116,gut,mga0m312,kraken
52	52,                    Bacteroides thetaiotaomicron,species,818,gut,mga0m312,kraken
53	53,                    Bacteroides dorei,species,357276,gut,mga0m312,kraken
54	54,                    Bacteroides helcogenes,species,290053,gut,mga0m312,kraken
55	55,                    Bacteroides heparinolyticus,species,28113,gut,mga0m312,kraken
56	56,                    Bacteroides caecimuris,species,1796613,gut,mga0m312,kraken
57	57,                    Bacteroides zoogleoformans,species,28119,gut,mga0m312,kraken
58	58,                    Bacteroides vulgatus,species,821,gut,mga0m312,kraken
59	59,                    Bacteroides caccae,species,47678,gut,mga0m312,kraken
60	60,                    Bacteroides salanitronis,species,376805,gut,mga0m312,kraken
61	61,                    Parabacteroides sp. CT06,species,2025876,gut,mga0m312,kraken
62	62,                    Parabacteroides distasonis,species,823,gut,mga0m312,kraken
63	63,                    Alistipes finegoldii,species,214856,gut,mga0m312,kraken
64	64,                    Alistipes shahii,species,328814,gut,mga0m312,kraken
65	65,                    Alistipes sp. Marseille-P5997,species,2364787,gut,mga0m312,kraken
66	66,                    Odoribacter splanchnicus,species,28118,gut,mga0m312,kraken
67	67,                    Prevotella dentalis,species,52227,gut,mga0m312,kraken
68	68,                    Prevotella intermedia,species,28131,gut,mga0m312,kraken
69	69,                    Proteiniphilum saccharofermentans,species,1642647,gut,mga0m312,kraken
70	70,                    Barnesiella viscericola,species,397865,gut,mga0m312,kraken
71	71,                                                              Homo sapiens,species,9606,gut,mga0m312,kraken
0	0,        Firmicutes,phylum,1239,gut,mga0rj68,kraken
1	1,        Actinobacteria,phylum,201174,gut,mga0rj68,kraken
2	2,          Cyanobacteria,phylum,1117,gut,mga0rj68,kraken
3	3,          Bacteroidetes,phylum,976,gut,mga0rj68,kraken
4	4,      Proteobacteria,phylum,1224,gut,mga0rj68,kraken
5	5,        Verrucomicrobia,phylum,74201,gut,mga0rj68,kraken
6	6,                Chordata,phylum,7711,gut,mga0rj68,kraken
0	0,            Clostridiales,order,186802,gut,mga0x709,kraken
1	1,            Selenomonadales,order,909929,gut,mga0x709,kraken
2	2,            Veillonellales,order,1843489,gut,mga0x709,kraken
3	3,            Bacillales,order,1385,gut,mga0x709,kraken
4	4,            Lactobacillales,order,186826,gut,mga0x709,kraken
5	5,            Erysipelotrichales,order,526525,gut,mga0x709,kraken
6	6,            Corynebacteriales,order,85007,gut,mga0x709,kraken
7	7,            Micrococcales,order,85006,gut,mga0x709,kraken
8	8,            Bifidobacteriales,order,85004,gut,mga0x709,kraken
9	9,            Streptomycetales,order,85011,gut,mga0x709,kraken
10	10,            Coriobacteriales,order,84999,gut,mga0x709,kraken
11	11,              Bacteroidales,order,171549,gut,mga0x709,kraken
12	12,              Flavobacteriales,order,200644,gut,mga0x709,kraken
13	13,              Cytophagales,order,768507,gut,mga0x709,kraken
14	14,              Sphingobacteriales,order,200666,gut,mga0x709,kraken
15	15,              Chitinophagales,order,1853229,gut,mga0x709,kraken
16	16,          Enterobacterales,order,91347,gut,mga0x709,kraken
17	17,          Pseudomonadales,order,72274,gut,mga0x709,kraken
18	18,          Alteromonadales,order,135622,gut,mga0x709,kraken
19	19,          Vibrionales,order,135623,gut,mga0x709,kraken
20	20,          Pasteurellales,order,135625,gut,mga0x709,kraken
21	21,          Oceanospirillales,order,135619,gut,mga0x709,kraken
22	22,          Aeromonadales,order,135624,gut,mga0x709,kraken
23	23,          Thiotrichales,order,72273,gut,mga0x709,kraken
24	24,          Xanthomonadales,order,135614,gut,mga0x709,kraken
25	25,          Burkholderiales,order,80840,gut,mga0x709,kraken
26	26,            Desulfovibrionales,order,213115,gut,mga0x709,kraken
27	27,            Campylobacterales,order,213849,gut,mga0x709,kraken
28	28,          Rhizobiales,order,356,gut,mga0x709,kraken
29	29,          Sphingomonadales,order,204457,gut,mga0x709,kraken
30	30,          Rhodobacterales,order,204455,gut,mga0x709,kraken
31	31,            Victivallales,order,278082,gut,mga0x709,kraken
32	32,          Fusobacteriales,order,203491,gut,mga0x709,kraken
33	33,                                              Primates,order,9443,gut,mga0x709,kraken
0	0,              Lachnospiraceae,family,186803,gut,mga0nc83,kraken
1	1,              Ruminococcaceae,family,541000,gut,mga0nc83,kraken
2	2,              Clostridiaceae,family,31979,gut,mga0nc83,kraken
3	3,              Eubacteriaceae,family,186806,gut,mga0nc83,kraken
4	4,              Peptostreptococcaceae,family,186804,gut,mga0nc83,kraken
5	5,              Oscillospiraceae,family,216572,gut,mga0nc83,kraken
6	6,              Christensenellaceae,family,990719,gut,mga0nc83,kraken
7	7,              Peptococcaceae,family,186807,gut,mga0nc83,kraken
8	8,              Hungateiclostridiaceae,family,2304686,gut,mga0nc83,kraken
9	9,              Veillonellaceae,family,31977,gut,mga0nc83,kraken
10	10,              Selenomonadaceae,family,1843491,gut,mga0nc83,kraken
11	11,              Sporomusaceae,family,1843490,gut,mga0nc83,kraken
12	12,              Bacillaceae,family,186817,gut,mga0nc83,kraken
13	13,              Staphylococcaceae,family,90964,gut,mga0nc83,kraken
14	14,              Paenibacillaceae,family,186822,gut,mga0nc83,kraken
15	15,              Planococcaceae,family,186818,gut,mga0nc83,kraken
16	16,              Listeriaceae,family,186820,gut,mga0nc83,kraken
17	17,              Streptococcaceae,family,1300,gut,mga0nc83,kraken
18	18,              Lactobacillaceae,family,33958,gut,mga0nc83,kraken
19	19,              Enterococcaceae,family,81852,gut,mga0nc83,kraken
20	20,              Erysipelotrichaceae,family,128827,gut,mga0nc83,kraken
21	21,              Coriobacteriaceae,family,84107,gut,mga0nc83,kraken
22	22,              Atopobiaceae,family,1643824,gut,mga0nc83,kraken
23	23,              Eggerthellaceae,family,1643826,gut,mga0nc83,kraken
24	24,              Bifidobacteriaceae,family,31953,gut,mga0nc83,kraken
25	25,              Corynebacteriaceae,family,1653,gut,mga0nc83,kraken
26	26,              Streptomycetaceae,family,2062,gut,mga0nc83,kraken
27	27,                Bacteroidaceae,family,815,gut,mga0nc83,kraken
28	28,                Tannerellaceae,family,2005525,gut,mga0nc83,kraken
29	29,                Rikenellaceae,family,171550,gut,mga0nc83,kraken
30	30,                Odoribacteraceae,family,1853231,gut,mga0nc83,kraken
31	31,                Prevotellaceae,family,171552,gut,mga0nc83,kraken
32	32,                Porphyromonadaceae,family,171551,gut,mga0nc83,kraken
33	33,                Barnesiellaceae,family,2005519,gut,mga0nc83,kraken
34	34,                Flavobacteriaceae,family,49546,gut,mga0nc83,kraken
35	35,                Sphingobacteriaceae,family,84566,gut,mga0nc83,kraken
36	36,            Enterobacteriaceae,family,543,gut,mga0nc83,kraken
37	37,            Morganellaceae,family,1903414,gut,mga0nc83,kraken
38	38,            Pseudomonadaceae,family,135621,gut,mga0nc83,kraken
39	39,            Moraxellaceae,family,468,gut,mga0nc83,kraken
40	40,            Vibrionaceae,family,641,gut,mga0nc83,kraken
41	41,            Pasteurellaceae,family,712,gut,mga0nc83,kraken
42	42,            Rhodobacteraceae,family,31989,gut,mga0nc83,kraken
43	43,            Burkholderiaceae,family,119060,gut,mga0nc83,kraken
44	44,            Comamonadaceae,family,80864,gut,mga0nc83,kraken
45	45,              Campylobacteraceae,family,72294,gut,mga0nc83,kraken
46	46,              Desulfovibrionaceae,family,194924,gut,mga0nc83,kraken
47	47,            Fusobacteriaceae,family,203492,gut,mga0nc83,kraken
48	48,                                                        Hominidae,family,9604,gut,mga0nc83,kraken
0	0,    Bacteria,superphylum,2,gut,mga0h309,kraken
1	1,    Eukaryota,superphylum,2759,gut,mga0h309,kraken
2	2,    Archaea,superphylum,2157,gut,mga0h309,kraken
3	3,  Viruses,superphylum,10239,gut,mga0h309,kraken
0	0,    Bacteria,superphylum,2,gut,mga04490,kraken
1	1,    Eukaryota,superphylum,2759,gut,mga04490,kraken
2	2,    Archaea,superphylum,2157,gut,mga04490,kraken
3	3,  Viruses,superphylum,10239,gut,mga04490,kraken
0	0,              Lachnospiraceae,family,186803,gut,mga0h309,kraken
1	1,              Ruminococcaceae,family,541000,gut,mga0h309,kraken
2	2,              Clostridiaceae,family,31979,gut,mga0h309,kraken
3	3,              Eubacteriaceae,family,186806,gut,mga0h309,kraken
4	4,              Peptostreptococcaceae,family,186804,gut,mga0h309,kraken
5	5,              Christensenellaceae,family,990719,gut,mga0h309,kraken
6	6,              Oscillospiraceae,family,216572,gut,mga0h309,kraken
7	7,              Hungateiclostridiaceae,family,2304686,gut,mga0h309,kraken
8	8,              Peptococcaceae,family,186807,gut,mga0h309,kraken
9	9,                Clostridiales Family XIII. Incertae Sedis,family,543314,gut,mga0h309,kraken
10	10,              Streptococcaceae,family,1300,gut,mga0h309,kraken
11	11,              Enterococcaceae,family,81852,gut,mga0h309,kraken
12	12,              Lactobacillaceae,family,33958,gut,mga0h309,kraken
13	13,              Bacillaceae,family,186817,gut,mga0h309,kraken
14	14,              Paenibacillaceae,family,186822,gut,mga0h309,kraken
15	15,              Staphylococcaceae,family,90964,gut,mga0h309,kraken
