name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Candidatus Endolissoclinum faulkneri	1263979	species	1499913	3666	3380	0.0
Chryseobacterium camelliae	1265445	species	4376354	266	210	0.0
Streptomyces sp. PAMC 26508	1265601	species	7630245	687	428	0.0
Frischella perrara	1267021	species	2692351	445	356	0.0
Altererythrobacter atlanticus	1267766	species	3475106	201	139	0.0
Liberibacter crescens	1273132	species	1513389	378	296	0.0
Thiohalobacter	1273155	genus	0	8	0	0.0
Pyrodictium delaneyi	1273541	species	2023836	52	49	0.0
Mycobacterium sp. VKM Ac-1817D	1273687	species	6324222	360	63	0.0
Bradyrhizobium icense	1274631	species	8322773	404	304	0.0
Synechococcus sp. KORDI-100	1280380	species	2789000	138	114	0.0
Pseudomonas sp. URMO17WK12:I11	1283291	species	11209782	1578	854	0.0
Sphingomonas sp. DC-6	1283312	species	6573352	564	358	0.0
Planktomarina	1284657	genus	0	1	0	0.0
Planktomarina temperata	1284658	species	3288122	9007	8193	0.0131121
Nitrosospira lacus	1288494	species	3261088	273	209	0.0
Magnetospira sp. QH-2	1288970	species	4052370	291	236	0.0
Candidatus Methanomethylophilus alvus	1291540	species	1666795	100	73	0.0
Pseudomonas sp. ATCC 13867	1294143	species	5696307	473	259	0.0
Croceicoccus	1295327	genus	0	11	0	0.0
Photobacterium gaetbulicola	1295392	species	5909413	343	273	7.93391e-05
Thermodesulfobacterium geofontis	1295609	species	1634377	291	227	1.14154e-99
Enterobacter xiangfangensis	1296536	species	4661849	125	12	0.000358194
Intestinimonas butyriciproducens	1297617	species	3376475	183	136	0.0
Myxococcus hansupus	1297742	species	9490432	1068	750	0.0
Mucilaginibacter sp. PAMC 26640	1300914	species	5618021	376	278	0.0
Rhizobium sp. IE4771	1301032	species	7057405	285	43	0.0
Methanocaldococcus bathoardescens	1301915	species	1607556	199	136	0.0
Planococcus sp. L10.15	1302659	species	3330075	309	189	0.0
Nostoc flagelliforme	1306274	species	10231233	1062	629	0.0
Flavobacterium commune	1306519	species	3851214	1423	983	0.0
Alcanivorax pacificus	1306787	species	4168427	379	231	0.0
Salinispira pacifica	1307761	species	3782798	619	458	0.0
Kiritimatiella glycovorans	1307763	species	2949723	362	292	0.0
Salinivirga cyanobacteriivorans	1307839	species	4812386	383	279	0.0001299
Deinococcus soli Cha et al. 2016	1309411	species	3236984	486	370	0.0
Lentisphaeria	1313211	class	0	4	0	0.0
Sphingobium sp. TKS	1315974	species	6228879	356	231	0.0
Blattabacterium sp. (Nauphoeta cinerea)	1316444	species	626626	427	254	0.0
Capnocytophaga sp. oral taxon 864	1316593	species	2682541	419	171	0.0
Capnocytophaga sp. oral taxon 878	1316596	species	2990835	600	425	0.0
Archaeoglobus sulfaticallidus	1316941	species	2076931	54	51	0.0
Bartonella ancashensis	1318743	species	1467695	355	265	0.0
Acinetobacter equi	1324350	species	3054269	515	332	0.0
Chryseobacterium gallinarum	1324352	species	4633632	485	349	0.0
Nitrospira japonica	1325564	species	4084817	189	103	0.0
Sphingomonas sp. Cra20	1327635	species	5038478	397	298	0.0
Serratia sp. FS14	1327989	species	5249875	528	166	0.0
Cycloclasticus zancles	1329899	species	2655425	571	58	0.000235416
Kosmotoga pacifica	1330330	species	2169170	1148	385	0.0
Lelliottia	1330545	genus	0	13	0	0.0
Pluralibacter	1330546	genus	0	4	0	0.0
Kosakonia	1330547	genus	0	19	0	0.0
Bordetella pseudohinzii	1331258	species	4558891	377	223	0.0
Brachybacterium ginsengisoli	1331682	species	3953253	468	351	0.0
Thermogutta terrifontis	1331910	species	4810751	136	121	0.0
Sphingobium baderi	1332080	species	4583422	216	144	0.0
Tessaracoccus aquimaris	1332264	species	3934699	401	286	0.0
Salinarchaeum sp. Harcht-Bsk1	1333523	species	3255260	262	218	0.0
Variibacter gotjawalensis	1333996	species	4586237	302	214	0.0
[Enterobacter] lignolyticus	1334193	species	4758499	335	225	0.0
Defluviimonas alba	1335048	species	4987611	875	559	0
Gordonibacter urolithinfaciens	1335613	species	3294868	320	245	0.0
Frischella	1335631	genus	0	2	0	0.0
Spiribacter salinus	1335746	species	1739487	112	77	0.0
Spiribacter curvatus	1335757	species	1926631	199	145	0.0
Formosa sp. Hel1_33_131	1336794	species	2735158	3020	2369	0.00213081
Formosa sp. Hel3_A1_48	1336795	species	2016454	2102	1631	0.00042523
Reinekea forsetii	1336806	species	3660060	1372	1202	4.26995e-05
Calothrix sp. 336/3	1337936	species	6420126	1025	839	0.0
Pseudomonas sp. JY-Q	1338689	species	6178825	364	127	0.0
Geobacter anodireducens	1340425	species	3666014	158	107	0.0
Pseudoalteromonas piratica	1348114	species	4815987	543	305	0.0
Croceicoccus naphthovorans	1348774	species	3863562	191	136	0.0
Aureimonas sp. AU20	1349819	species	5210858	419	297	0.0
Synechococcus sp. UTEX 2973	1350461	species	2744626	197	52	0.0
Streptomyces pluripotens	1355015	species	14932643	1008	707	0.0
Bradyrhizobium diazoefficiens	1355477	species	18911792	1261	798	0.0
Hymenobacter sp. APR13	1356852	species	5010594	583	423	0.0
Arthrobacter sp. QXT-31	1357915	species	5041568	325	257	0.0
Sphingopyxis sp. QXT-31	1357916	species	4285026	540	358	0.0
Thermofilum adornatus	1365176	species	1750259	32	14	0.0
Dyella jiangningensis	1379159	species	5396991	306	209	0.0
Gemmatimonas phototrophica	1379270	species	4716552	401	340	0.0
Methanobacterium sp. MB1	1379702	species	2029766	121	96	0.0
Spirosoma radiotolerans	1379870	species	7029352	368	230	0.0
Rufibacter	1379908	genus	0	6	0	0.0
Rufibacter sp. DG15C	1379909	species	4143738	434	324	0.0
Rufibacter sp. DG31D	1379910	species	4820793	528	408	0.0
Ardenticatenia	1382928	class	0	2	0	0.0
Ardenticatenales	1382929	order	0	20	0	0.0
Ardenticatenaceae	1382930	family	0	1	0	0.0
Methyloceanibacter caenitepidi	1384459	species	3424964	284	221	9.12609e-05
Hymenobacter sp. DG25A	1385663	species	3777136	226	160	0.0
Hymenobacter sp. DG25B	1385664	species	4360029	233	179	0.0
Paludisphaera borealis	1387353	species	7651896	599	482	0.0
Cupriavidus sp. USMAHM13	1389192	species	7820821	1849	861	0.0
Sphingomonas sp. LK11	1390395	species	3938206	1426	1079	0.0
Vulgatibacter incomptus	1391653	species	4350553	500	403	0.0
Intestinimonas	1392389	genus	0	3	0	0.0
Celeribacter marinus	1397108	species	3096705	1289	920	0.000288274
Exiguobacterium sp. MH3	1399115	species	3164195	104	49	0.0
Bacteroidales bacterium CF	1400053	species	2657245	123	108	0.0
Sulfitobacter pseudonitzschiae	1402135	species	5121602	1624	1134	5.03543e-05
Corynebacterium glyciniphilum	1404244	species	3568218	181	145	0.0
Candidatus Methanomassiliicoccus intestinalis	1406512	species	1931651	157	153	0.0
Acinetobacter sp. TGL-Y2	1407071	species	3691287	469	350	0.0
Halobacterium hubeiense	1407499	species	3130345	337	259	0.0
Corynebacterium deserti	1408191	species	3033893	125	86	0.0
Candidatus Endomicrobium trichonymphae	1408204	species	1130840	108	21	0.0
Endomicrobium proavitum	1408281	species	1588979	149	123	0.0
Candidatus Tachikawaea gelatinosa	1410383	species	708439	385	263	0.0
Candidatus Nitrosopelagicus brevis	1410606	species	1232128	175	141	0.0
Hymenobacter sedentarius	1411621	species	4868852	524	386	0.0
Celeribacter manganoxidans	1411902	species	3956796	1209	843	0.000618884
Pseudomonas sp. TKP	1415630	species	7012672	1751	869	0.0
Candidatus Walczuchella monophlebidarum	1415657	species	309299	331	270	0.0
Gloeobacter kilaueensis	1416614	species	4724791	412	257	0.0
Oceanisphaera profunda	1416627	species	3508860	858	626	0
Bordetella genomosp. 9	1416803	species	9084471	363	226	0.0
Bordetella genomosp. 8	1416806	species	6167536	502	380	0.0
Marinobacter similis	1420916	species	3975896	259	175	0.0
Marinobacter salarius	1420917	species	9246692	649	493	0.0022648
Geosporobacter ferrireducens	1424294	species	5817221	331	271	0.0
Hyphomicrobium nitrativorans	1427356	species	3653837	236	194	0.0
Candidatus Thioglobus singularis	1427364	species	1714148	1632	1407	0.00200579
Mannheimia sp. USDA-ARS-USMARC-1261	1432056	species	2393449	203	104	0
Mucinivorans hirudinis	1433126	species	3149227	210	153	0.0
Komagataeibacter	1434011	genus	0	35	0	0.0
Sphingorhabdus	1434046	genus	0	21	0	0.0
Zhongshania	1434050	genus	0	5	0	0.0
Methanosarcina sp. Kolksee	1434099	species	4553495	210	39	0.0
Methanosarcina sp. MTP4	1434100	species	4211468	306	270	0.0
Methanosarcina sp. WH1	1434102	species	3914091	167	40	0.0
Methanosarcina sp. WWM596	1434103	species	4137337	204	66	0.0
Vibrio tritonius	1435069	species	5221926	637	491	0.0
Candidatus Symbiobacter mobilis	1436290	species	2991840	628	324	0.0
Thermosipho sp. 1070	1437364	species	1781851	351	74	0.0
Streptomyces leeuwenhoekii	1437453	species	8122491	969	546	0.0
Ectothiorhodospira sp. BSL-9	1442136	species	3550080	286	154	0
Gynuella	1445504	genus	0	3	0	0.0
Gynuella sunshinyii	1445505	species	6475959	495	401	4.82655e-05
Hymenobacter swuensis	1446467	species	5252070	580	472	0.0
Bacillus sp. Pc3	1446792	species	3982168	78	19	0.0
Aneurinibacillus sp. XH2	1450761	species	3664835	109	86	0.0
Sediminicola sp. YIK13	1453352	species	3569807	945	733	0.000265194
Candidatus Atelocyanobacterium	1453359	genus	0	1	0	0.0
Chlamydia avium	1457141	species	1048269	135	110	0.0
Chlamydia gallinacea	1457153	species	1067108	97	76	0.0
Octadecabacter temperatus	1458307	species	3264628	1094	750	0.000212579
Comamonadaceae bacterium A1	1458425	species	2574013	412	247	0.0
Comamonadaceae bacterium B1	1458426	species	2623236	439	311	0.0
Myroides sp. ZB35	1458492	species	4065010	916	57	0.0
Thermosipho sp. 1063	1462747	species	1766633	232	2	0.0
Paenibacillus yonginensis	1462996	species	4985901	200	181	0.0
Klebsiella quasipneumoniae	1463165	species	21535338	740	103	0.0
Burkholderia sp. 2002721687	1468409	species	7285824	704	100	0.0
Burkholderiales bacterium GJ-E10	1469502	species	3276549	279	211	0.0
Actinoalloteichus hoggarensis	1470176	species	6606717	958	507	0.0
Zhongshania aliphaticivorans	1470434	species	4204359	698	463	7.12673e-05
Jeotgalibaca	1470540	genus	0	9	0	0.0
Draconibacterium	1471399	genus	0	5	0	0.0
Novibacillus thermophilus	1471761	species	3629225	103	90	0.0
Basilea psittacipulmonis	1472345	species	1959069	288	199	0.0
Lentibacillus amyloliquefaciens	1472767	species	3858284	189	156	0.0
Candidatus Saccharibacteria oral taxon TM7x	1476577	species	705138	73	50	0.0
Nonlabens sp. MIC269	1476901	species	2884293	1318	720	0.0
Methylobacterium sp. C1	1479019	species	6459145	578	82	0.0
Hartmannibacter diazotrophicus	1482074	species	5449775	586	440	0.0
Thermofilum carboxyditrophus	1483572	species	1754190	39	20	0.0
Hymenobacter sp. PAMC 26554	1484116	species	5451254	800	580	0.0
Hymenobacter sp. PAMC 26628	1484118	species	5366977	1613	1277	0.0
Pantoea sp. PSNIH2	1484157	species	4967343	433	136	0.0
Pantoea sp. PSNIH1	1484158	species	4410683	328	203	0.0
Rhodoferax saidenbachensis	1484693	species	4264855	234	164	0.0
Methyloceanibacter	1484898	genus	0	2	0	0.0
Desulfurobacteriales	1485951	order	0	2	0	0.0
Lacinutrix venerupis	1486034	species	3192399	3360	2227	3.36724e-17
Gramella flava	1486245	species	4007868	729	481	5.08112e-25
Martelella endophytica	1486262	species	4817335	271	185	0.0
Candidatus Sodalis pierantonius	1486991	species	4513140	975	320	0.0
Corynebacterium sp. ATCC 6931	1487956	species	2471920	105	74	0.0
Anoxybacillus sp. B2M1	1490052	species	3819480	316	206	0.0
Anoxybacillus sp. B7M1	1490057	species	3869056	309	139	0.0
Flavobacterium gilvum	1492737	species	4402594	1619	1000	0.0
Flavisolibacter tropicus	1492898	species	5940863	1699	1357	0.0
Arthrobacter sp. PAMC 25486	1494608	species	4593579	323	240	0.0
methanogenic archaeon ISO4-H5	1495144	species	1937883	77	73	0.0
Streptomyces sp. M56	1495638	species	11742376	3171	1820	0.0
Candidatus Evansia muelleri	1495769	species	357498	334	245	0.0
Thermoleophilia	1497346	class	0	1	0	0.0
Chromobacteriaceae	1499392	family	0	27	0	0.0
Escherichia marmotae	1499973	species	4896291	519	405	0.0
Aneurinibacillus soli	1500254	species	4116770	371	133	0.0
Pseudomonas sp. Os17	1500686	species	6885464	452	83	0.0
Pseudomonas sp. St29	1500687	species	6833117	400	65	0.0
Campylobacter sp. RM16704	1500960	species	1557536	469	274	0.0
Prochlorococcus sp. MIT 0604	1501268	species	1780061	565	193	0.0
Prochlorococcus sp. MIT 0801	1501269	species	1929203	680	248	0.0
Burkholderia stagnalis	1503054	species	7583807	739	431	0.0
Burkholderia territorii	1503055	species	6902370	732	495	0.0
Halomonas sp. KO116	1504981	species	5168360	336	215	0.0
Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri	1505596	species	749321	172	112	0.0
Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus	1505597	species	773940	331	227	0.0
Gottschalkia	1505664	genus	0	2	0	0.0
Thermococcus eurythermalis	1505907	species	2126164	42	32	0.0
Jeotgalibacillus malaysiensis	1508404	species	4119509	258	220	0.0
Thermotoga caldifontis	1508419	species	2014912	45	30	0.0
Thermotoga profunda	1508420	species	2187612	131	103	0.0
Candidatus Arthromitus sp. SFB-mouse-NL	1508644	species	1654902	281	9	0.0
Ruminiclostridium	1508657	genus	0	6	0	0.0
Candidatus Nucleicultrix amoebiphila	1509244	species	1838212	357	272	2.8902e-102
Parasaccharibacter apium	1510841	species	2011634	290	78	0.0
Defluviitoga	1511648	genus	0	2	0	0.0
Pseudoalteromonas sp. NC201	1514074	species	5378320	10503	9191	0.0
Erysipelothrix larvae	1514105	species	2511486	147	111	0.0
Sphingopyxis fribergensis	1515612	species	5202172	411	262	0.0
Thalassotalea	1518149	genus	0	2	0	0.0
Mycobacterium stephanolepidis	1520670	species	4994485	241	114	0.0
Dehalococcoides sp. UCH007	1522671	species	1473548	36	6	0.0
Vulgatibacteraceae	1524213	family	0	1	0	0.0
Anaeromyxobacteraceae	1524215	family	0	9	0	0.0
Pseudohongiella	1524249	genus	0	2	0	0.0
Neorhizobium	1525371	genus	0	3	0	0.0
Lacimicrobium alkaliphilum	1526571	species	4378835	2592	2356	0.0
Bosea vaviloviae	1526658	species	6713548	537	373	0.0
Planococcus sp. PAMC 21323	1526927	species	3199864	227	167	0.0
Rickettsiales bacterium Ac37b	1528098	species	1917564	682	575	0.0
Lawsonella clevelandensis	1528099	species	3775705	157	108	0.0
Paracoccus sp. BM15	1529068	species	3954736	871	560	1.58385e-17
Polaribacter sp. BM10	1529069	species	3254403	7541	5010	0.000898198
Coriobacteriaceae bacterium 68-1-3	1531429	species	1967093	116	94	0.0
Brevundimonas sp. DS20	1532555	species	3475610	343	265	0.0
Pseudomonas sp. DR 5-09	1534110	species	6427864	546	101	0.0
Vibrio hyugaensis	1534743	species	5612082	438	164	0.0
Paenibacillus sp. FSL P4-0081	1536769	species	8423054	1077	659	0.0
Paenibacillus sp. FSL R5-0345	1536770	species	6787172	520	211	0.0
Paenibacillus sp. FSL R5-0912	1536771	species	7718525	326	188	0.0
Paenibacillus sp. FSL R7-0273	1536772	species	7288921	660	505	0.0
Paenibacillus sp. FSL R7-0331	1536773	species	6931967	527	419	0.0
Paenibacillus sp. FSL H7-0357	1536774	species	7692748	551	315	0.0
Paenibacillus sp. FSL H7-0737	1536775	species	6765883	519	398	0.0
Bacterioplanes	1537406	genus	0	3	0	0.0
Methylomonas denitrificans	1538553	species	5172098	1871	243	0.0
Sphingobacterium sp. ML3W	1538644	species	5329010	558	428	0.0
Treponema sp. OMZ 838	1539298	species	2708067	120	92	0.0
Candidatus Ruthia	1541743	genus	0	2	0	0.0
Candidatus Izimaplasma sp. HR1	1541959	species	1878735	309	243	0.0
Francisella sp. CA97-1460	1542390	species	1861609	600	406	0.0
Nitrospirillum	1543705	genus	0	7	0	0.0
Sedimenticola thiotaurini	1543721	species	3962284	272	209	0.0
Lactobacillus sp. wkB8	1545702	species	1932531	201	151	0.0
Mycobacterium sp. EPa45	1545728	species	6177406	344	238	0.0
Marinitoga sp. 1137	1545835	species	2290181	447	36	0.0
Diaphorobacter polyhydroxybutyrativorans	1546149	species	4061276	392	213	0.0
Bacillus weihaiensis	1547283	species	4361276	349	275	0.0
Francisella sp. FSC1006	1547445	species	2015987	502	308	0.0
Woeseia oceani	1548547	species	4059891	275	155	3.11265e-15
Haematospirillum jordaniae	1549855	species	2467625	158	124	0.0
Sphingomonas taxi	1549858	species	4061902	497	358	0.0
Thermofilum uzonense	1550241	species	1611988	61	54	0.0
Mucilaginibacter gotjawali	1550579	species	6343898	1049	834	0.0
Candidatus Babela	1551504	genus	0	4	0	0.0
Oligoflexia	1553900	class	0	1	0	0.0
Limnochorda pilosa	1555112	species	3817036	205	169	0.0
Enterobacter sp. E20	1560339	species	4763114	126	41	0.0
Sphingomonas panacis	1560345	species	5322941	431	317	0.0
Streptomyces sp. CCM_MD2014	1561022	species	8274043	935	553	0.0
Curtobacterium sp. MR_MD2014	1561023	species	3443800	645	352	0.0
Mycobacterium sp. QIA-37	1561223	species	4855372	175	63	0.0
Kangiella profundi	1561924	species	2653010	493	286	0.0
Fermentimonas caenicola	1562970	species	2808926	310	235	0.0
Rhodococcus sp. B7740	1564114	species	5341557	352	228	0.0
Rhodovulum sp. P5	1564506	species	4473545	627	380	2.23964e-05
Carnobacterium sp. CP1	1564681	species	2614401	175	126	0.0
Rouxiella	1565532	genus	0	4	0	0.0
Bacillus sp. X1(2014)	1565991	species	3422674	268	223	0.0
Paenibacillus sp. IHBB 10380	1566358	species	5787303	466	385	0.0
Mycobacterium sp. NRRL B-3805	1570328	species	5421338	328	0	0.0
Bacillus sp. BH072	1570330	species	4069641	25	0	0.0
Peptoniphilaceae	1570339	family	0	10	0	0.0
Rhodococcus sp. 2G	1570939	species	5596514	310	66	0.0
Rhizobium sp. ACO-34A	1571470	species	6284736	341	251	0.0
Ruminococcaceae bacterium CPB6	1572656	species	2069994	67	56	0.0
Hartmannibacter	1572860	genus	0	8	0	0.0
Marinifilaceae	1573805	family	0	1	0	0.0
Bacillus sp. YP1	1574141	species	4153566	95	3	0.0
Candidatus Methanoplasma termitum	1577791	species	1488669	38	34	0.0
Mycobacterium saopaulense	1578165	species	4649175	252	158	0.0
Edwardsiella sp. EA181011	1578828	species	3934167	713	385	0.0
Halocynthiibacter arcticus	1579316	species	4376120	3498	2899	0.00102854
Wenzhouxiangella marina	1579979	species	3675202	1312	757	0.0
Candidatus Nitrosopumilus adriaticus	1580092	species	1803090	177	163	0.0
Phaeobacter piscinae	1580596	species	29607336	2254	1134	1.31282e-17
Sulfurospirillum sp. UCH001	1581011	species	2606563	252	183	0.0
Candidatus Methylopumilus planktonicus	1581557	species	1356428	381	311	0.0
Candidatus Methylopumilus turicensis	1581680	species	1754988	269	201	0.0
Fusobacterium hwasookii	1583098	species	2496436	863	361	0.0
Myroides sp. A21	1583100	species	4155464	960	83	0.0
Pseudomonas cerasi	1583341	species	12724617	1399	887	0.0
Lentzea guizhouensis	1586287	species	9997872	999	794	0.0
Helicobacter himalayensis	1591088	species	1829936	129	85	0.0
Haloarcula sp. CBA1115	1592728	species	4225046	188	44	0.0
Coxiella-like endosymbiont	1592897	species	1733840	230	169	0.0
Planococcus faecalis	1598147	species	3495892	369	268	0.0
Candidatus Nitrosotenuis cloacae	1603555	species	1620156	48	43	0.0
Desulfuromonas soudanensis	1603606	species	3958620	792	663	0.0
Halanaeroarchaeum sulfurireducens	1604004	species	4463238	90	76	0.0
Acinetobacter sp. NCu2D-2	1608473	species	3048277	378	253	0.0
Candidatus Filomicrobium marinum	1608628	species	7939883	179	138	0.0
Pyrococcus kukulkanii	1609559	species	1977126	51	44	0.0
Confluentimicrobium	1609958	genus	0	2	0	0.0
Confluentimicrobium sp. EMB200-NS6	1609966	species	4147426	1204	725	0.000176593
Methanobrevibacter sp. YE315	1609968	species	2273296	173	137	0.0
Sphingomonas hengshuiensis	1609977	species	5228389	420	313	0.0
Tessaracoccus flavus	1610493	species	3222890	273	196	0.0
Halomonas sp. R57-5	1610576	species	5031573	860	392	0.000124242
Pseudomonas sp. MRSN12121	1611770	species	6986763	573	279	0.0
Pararhodospirillum	1612157	genus	0	9	0	0.0
Niveispirillum cyanobacteriorum	1612173	species	6048780	378	285	0.0
Actinoalloteichus sp. GBA129-24	1612551	species	7275385	1092	269	0.0
Actinoalloteichus sp. ADI127-7	1612552	species	7120854	1442	538	0.0
Geminocystis sp. NIES-3708	1615909	species	4042078	1187	947	0.0
Streptomyces formicae	1616117	species	9611874	1715	1194	0.0
Paenibacillus bovis	1616788	species	5517199	983	762	0.0
Geminocystis sp. NIES-3709	1617448	species	4426059	738	535	0.0
Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont'	1618022	species	7339908	931	557	0.0
Arthrobacter sp. IHBB 11108	1618207	species	3599434	233	203	0.0
Cnuibacter physcomitrellae	1619308	species	4351649	500	375	0.0
Erwinia gerundensis	1619313	species	4481256	340	220	0.0
Sulfuricaulis limicola	1620215	species	2864672	233	159	0.0
Spongiibacter sp. IMCC21906	1620392	species	3481669	692	445	0.000295317
Hoeflea sp. IMCC20628	1620421	species	5119813	577	425	0.0
Paraglaciecola	1621534	genus	0	2	0	0.0
Lutibacter profundi	1622118	species	2966978	3370	2558	0.000559196
Bacillus sp. LM 4-2	1628753	species	4069266	39	3	0.0
Dermabacter vaginalis	1630135	species	2392314	118	91	0.0
Candidatus Nitrosoglobus terrae	1630141	species	2018309	341	254	0.00030973
Gemmata sp. SH-PL17	1630693	species	9045424	598	508	0.0
Weissella jogaejeotgali	1631871	species	2149545	439	138	0.0
Phreatobacter	1632780	genus	0	14	0	0.0
Planctomyces sp. SH-PL14	1632864	species	8442773	441	339	0.0
Acetobacter oryzifermentans	1633874	species	3106397	251	105	0.0
Citromicrobium sp. JL477	1634516	species	3258499	264	174	0.0
Planctomyces sp. SH-PL62	1636152	species	6784659	620	437	0.0
Acinetobacter sp. ACNIH1	1636603	species	3696158	516	272	0.0
Aeromonas sp. ASNIH1	1636606	species	5079402	3006	1782	0.0
Aeromonas sp. ASNIH2	1636607	species	4864532	259	24	0.0
Aeromonas sp. ASNIH3	1636608	species	5033911	204	65	0.0
Aeromonas sp. ASNIH4	1636609	species	5480196	490	145	0.0
Pseudomonas sp. PONIH3	1636610	species	6313552	412	127	0.0
Burkholderia sp. MSMB617WGS	1637831	species	6913798	1849	417	0.0
Burkholderia sp. MSMB0266	1637837	species	7427555	1707	326	0.0
Burkholderia sp. MSMB0852	1637841	species	7081173	1902	1099	0.0
Verrucomicrobia bacterium IMCC26134	1637999	species	4001000	271	206	0.0
Chania multitudinisentens	1639108	species	5488183	287	197	0.0
Magnetospirillum sp. ME-1	1639348	species	4551873	509	242	0.0
Pseudonocardia sp. HH130629-09	1641402	species	6300975	684	429	0.0
Streptomyces alfalfae	1642299	species	8625867	1571	1090	0.0
Petrimonas mucosa	1642646	species	3717632	163	120	0.0
Proteiniphilum saccharofermentans	1642647	species	4414963	164	125	0.0
Devosia sp. H5989	1643450	species	4594249	380	299	0.0
Geodermatophilales	1643682	order	0	1	0	0.0
Borreliaceae	1643685	family	0	8	0	0.0
Brachyspirales	1643686	order	0	1	0	0.0
Eggerthellales	1643822	order	0	18	0	0.0
Atopobiaceae	1643824	family	0	8	0	0.0
Eggerthellaceae	1643826	family	0	5	0	0.0
Kosmotogales	1643946	order	0	1	0	0.0
Petrotogales	1643947	order	0	2	0	0.0
Fervidobacteriaceae	1643950	family	0	1	0	0.0
Pseudothermotoga	1643951	genus	0	8	0	0.0
Haloferacales	1644055	order	0	85	0	0.0
Haloferacaceae	1644056	family	0	64	0	0.0
Salinigranum	1644057	genus	0	4	0	0.0
Natrialbales	1644060	order	0	145	0	0.0
Natrialbaceae	1644061	family	0	25	0	0.0
Maribacter sp. 1_2014MBL_MicDiv	1644130	species	4399611	3122	1823	0.000107394
Janthinobacterium sp. 1_2014MBL_MicDiv	1644131	species	6453540	717	419	0.0
Acinetobacter sp. TTH0-4	1646498	species	2962453	414	302	0.0
Anabaena sp. WA102	1647413	species	5782034	882	591	0.0
Erythrobacter atlanticus	1648404	species	3226359	371	166	5.45838e-29
Bacillus paralicheniformis	1648923	species	13246538	188	118	0.0
Streptomyces sp. CFMR 7	1649184	species	8307279	1078	493	0.0
Melaminivora	1649468	genus	0	9	0	0.0
Planctopirus	1649480	genus	0	2	0	0.0
Pseudopedobacter	1649482	genus	0	4	0	0.0
Rhizorhabdus	1649486	genus	0	5	0	0.0
Rubinisphaera	1649490	genus	0	58	0	0.0
Variibacter	1649510	genus	0	5	0	0.0
Pseudomonas sp. CCOS 191	1649877	species	6012947	321	104	0.0
Edwardsiella sp. LADL05-105	1650654	species	4142037	821	232	0.0
Actinobacteria bacterium IMCC26256	1650658	species	2461858	109	94	0.0
Corynebacterium crudilactis	1652495	species	3217288	103	76	0.0
Arthrobacter sp. YC-RL1	1652545	species	4018639	251	149	0.0
Caldimicrobium thiodismutans	1653476	species	1814952	135	122	0.0
Rhodococcus sp. PBTS 1	1653478	species	4251687	407	314	0.0
Rhodococcus sp. PBTS 2	1653479	species	5316948	251	154	0.0
Alloactinosynnema sp. L-07	1653480	species	7405112	906	669	0.0
Blattabacterium cuenoti	1653831	species	632430	439	255	0.0
Pelagibacteraceae	1655514	family	0	11	0	0.0
Halanaeroarchaeum	1656823	genus	0	2	0	0.0
Mitsuaria sp. 7	1658665	species	6085092	1058	622	0.0
Arsenicicoccus sp. oral taxon 190	1658671	species	3525271	476	357	0.0
Ottowia sp. oral taxon 894	1658672	species	2925783	293	214	0.0
Pseudomonas sp. GR 6-02	1659194	species	6500345	325	123	0.0
Campylobacter sp. NCTC 13003	1660064	species	1593985	196	118	0.0
Campylobacter sp. RM6137	1660073	species	1640613	177	125	0.0
Campylobacter sp. RM8964	1660074	species	1754294	265	86	0.0
Campylobacter sp. RM12175	1660076	species	1612610	241	65	0.0
Leptospirillum sp. Group II 'CF-1'	1660083	species	2709324	72	37	0.0
Streptomyces sp. Tue 6075	1661694	species	7931832	1088	630	0.0
Methylophilus sp. TWE2	1662285	species	3079044	213	163	5.07568e-05
Acidovorax sp. NA2	1662456	species	4058023	264	77	0.0
Acidovorax sp. P3	1662457	species	4565632	449	160	0.0
Acidovorax sp. P4	1662458	species	4704737	388	56	0.0
Fimbriimonadia	1663419	class	0	2	0	0.0
Fimbriimonadales	1663425	order	0	2	0	0.0
Magnetospirillum sp. XM-1	1663591	species	4992477	531	252	0.0
Bacillus glycinifermentans	1664069	species	9266909	433	367	0.0
Mesorhizobium sp. B7	1670800	species	5324561	446	345	0.0
Marinobacter sp. CP1	1671721	species	4768422	238	88	0.000131098
Sphingobium hydrophobicum	1673076	species	4602637	208	142	6.791e-05
Cuniculiplasma divulgatum	1673428	species	1878916	484	475	0.0
Borrelia mayonii	1674146	species	2613603	337	151	0.0
Labrenzia sp. CP4	1674922	species	6051301	516	251	0.0
Thermococcus sp. 2319x1	1674923	species	1961221	56	47	0.0
Sulfurifustis variabilis	1675686	species	3958814	478	385	0.0
Thermogutta	1676125	genus	0	3	0	0.0
Wenzhouxiangellaceae	1676141	family	0	6	0	0.0
Wenzhouxiangella	1676142	genus	0	12	0	0.0
Limnochordia	1676648	class	0	3	0	0.0
Limnochordales	1676649	order	0	3	0	0.0
Herbivorax saccincola	1677857	species	3604547	200	173	0.0
Massilia sp. NR 4-1	1678028	species	6361416	487	373	0.0
Limnohabitans sp. 63ED37-2	1678128	species	3372992	271	189	0.0
